name,url,author,publisher,date,price,rate,comment
你当像鸟飞往你的山,https://book.douban.com/subject/33440205/,[美] 塔拉·韦斯特弗 , 2019-10-20 , 2019-10-20 , 59.00元,8.8,我来自一个极少有人能想象的家庭，教育给了我新世界
这些人，那些事,https://book.douban.com/subject/6388661/,吴念真 , 2011-9 , 2011-9 , 28.00元,8.8,平淡叙述下的惊心动魄
人生的枷锁,https://book.douban.com/subject/2035171/,[英] 毛姆 , 2007-3 , 2007-3 , 32.00元,9.0,在混沌纷扰的生活漩流中，寻求人生的真谛
鹿鼎记（全五册）,https://book.douban.com/subject/1212893/,金庸 , 2008-3 , 2008-3 , 108.00元,8.8,武侠的解构，流氓的狂欢
看不见的城市,https://book.douban.com/subject/1863930/,[意大利]伊塔洛·卡尔维诺 , 2006-8 , 2006-8 , 16.00元,8.8,每一座城市都只在想象中耸立，又在描述中坍圮
美的历程,https://book.douban.com/subject/3410718/,李泽厚 , 2009-1-1 , 2009-1-1 , 43.00元,9.2,中国美学经典之作
叫魂,https://book.douban.com/subject/10471333/,[美] 孔飞力 , 2012-5 , 2012-5 , 38.00元,9.0,1768年中国妖术大恐慌
边城,https://book.douban.com/subject/1057244/,沈从文 , 2002-4 , 2002-4 , 12.00元,8.7,一切充满了善，然而到处是不凑巧
冬牧场,https://book.douban.com/subject/10522856/,李娟 , 2012-6 , 2012-6 , 29.80元,9.0,阿勒泰的精灵
献给阿尔吉侬的花束,https://book.douban.com/subject/26362836/,[美] 丹尼尔·凯斯 , 2015-4 , 2015-4 , 36.00元,9.1,当声称能改造智能的科学实验选中心智障碍主角
人生的智慧,https://book.douban.com/subject/3261600/,[德] 阿图尔·叔本华 , 2008-10 , 2008-10 , 28.00元,9.2,对世俗、实用问题深刻而透彻的讨论
梦里花落知多少,https://book.douban.com/subject/2070844/,三毛 , 2007-6 , 2007-6 , 28.00元,8.8,哀而不伤
陆犯焉识,https://book.douban.com/subject/6880158/,严歌苓 , 2011-10 , 2011-10 , 35.00元,8.8,翻手为苍凉，覆手为繁华
时间简史,https://book.douban.com/subject/1034282/,[英] 史蒂芬·霍金 , 2010-4 , 2010-4 , 45.00元,8.8,探索时间和空间的核心秘密
王尔德童话,https://book.douban.com/subject/1119839/,[英] 王尔德 , 2003-6 , 2003-6 , 6.00元,9.1,一颗纯美纯善、永难泯灭的童心
金色梦乡,https://book.douban.com/subject/5038409/,[日] 伊坂幸太郎 , 2010-9 , 2010-9 , 35.00元,9.0,伊坂幸太郎代表作
孽子,https://book.douban.com/subject/5337254/,白先勇 , 2010.10 , 2010.10 , 46.00元,9.1,写给那一群， 在最深最深的黑夜里， 独自彷徨街头， 无所依归的孩子们
离开的，留下的,https://book.douban.com/subject/27104959/,[意] 埃莱娜·费兰特 , 2017-10 , 2017-10 , 62.00元,8.8,探索中年的虚无、困惑、野心和近乎残暴的爱
一个陌生女人的来信,https://book.douban.com/subject/2154960/,[奥] 斯台芬·茨威格 , 2007-7 , 2007-7 , 20.00元,8.7,暗恋的极致
四世同堂,https://book.douban.com/subject/3183775/,老舍 , 2008-07 , 2008-07 , 36.00元,9.3,北平沦陷时代广大平民的悲惨遭遇
昨日的世界,https://book.douban.com/subject/1062343/,[奥] 斯蒂芬·茨威格 , 2004-5-1 , 2004-5-1 , 32.00元,9.2,一个高贵而残破的昨日镜像
十万个为什么,https://book.douban.com/subject/2160556/,少年儿童出版社 , 1962 , 1962 , 30.00元,9.1,空
國史大綱（上下）,https://book.douban.com/subject/1046492/,錢穆 , 2013-8 , 2013-8 , 76.00元,9.3,钱穆中国通史
经济学原理（上下）,https://book.douban.com/subject/1028842/,[美] 曼昆 , 2003-8 , 2003-8 , 88.00元,9.1,经济学家们的世界观
史蒂夫·乔布斯传,https://book.douban.com/subject/6798611/,[美] 沃尔特·艾萨克森 , 2011-10-24 , 2011-10-24 , 68.00元,8.7,完美主义者的最高形态
苏菲的世界,https://book.douban.com/subject/2284311/,[挪] 乔斯坦·贾德 , 2007-10 , 2007-10 , 26.00元,8.8,哲学启蒙书
小径分岔的花园,https://book.douban.com/subject/25796120/,[阿根廷] 豪·路·博尔赫斯 , 2015-7 , 2015-7 , 23.00,8.9,一个谜语，谜底正是时间
爱的艺术,https://book.douban.com/subject/3026879/,[美] 艾·弗洛姆 , 2008-4 , 2008-4 , 15.00元,8.8,谦恭地、勇敢地、真诚地和有纪律地爱他人
受戒,https://book.douban.com/subject/1760432/,汪曾祺 , 1987-10 , 1987-10 , 3.95元,9.3,江南乡镇民间生活，健康淳朴的人性
绿毛水怪,https://book.douban.com/subject/3518332/,王小波 , 2009-1 , 2009-1 , 30.00元,9.0,我们好象在池塘的水底，从一个月亮走向另一个月亮
孩子你慢慢来,https://book.douban.com/subject/4207781/,龙应台 , 2009-12-1 , 2009-12-1 , 28.00元,8.7,我们现在怎样做母亲
万水千山走遍,https://book.douban.com/subject/1036490/,三毛 , 2003-08 , 2003-08 , 13.80,8.8,从遥远的撒哈拉到敦煌戈壁
不能承受的生命之轻,https://book.douban.com/subject/4920007/,米兰·昆德拉 , 2010-8 , 2010-8 , 29.00元,8.8,空
我也有一个梦想,https://book.douban.com/subject/1014825/,林达 , 2004-08 , 2004-08 , 25.00元,9.0,在法治国家里，民众怎样运用法律
面纱,https://book.douban.com/subject/10560798/,(英)W.萨默塞特·毛姆 , 2012-05-01 , 2012-05-01 , 32.00元,8.7,揭去生活的面纱
浮生六记,https://book.douban.com/subject/1088581/,（清）沈复 , 1999-1 , 1999-1 , 5.70元,8.8,苟不记之笔墨，未免有辜彼苍之厚
海的女儿,https://book.douban.com/subject/1765512/,安徒生 , 1978年6月 , 1978年6月 , 0.43,9.1,空
故事,https://book.douban.com/subject/25976544/,[美] 罗伯特·麦基 , 2014-9-1 , 2014-9-1 , 68.00元,9.2,材质、结构、风格和银幕剧作的原理
亮剑,https://book.douban.com/subject/1088022/,都梁 , 2005-3 , 2005-3 , 28.00元,8.9,面对强大的对手，明知不敌，也要毅然亮剑
倾城之恋,https://book.douban.com/subject/1985223/,张爱玲 , 2006-12 , 2006-12 , 29.80元,8.7,“一对平凡的夫妻”之间的“一点真心”
送你一颗子弹,https://book.douban.com/subject/4238362/,刘瑜 , 2010-1 , 2010-1 , 25.00元,8.6,在这本书里，被“审视”的东西杂七杂八
情书,https://book.douban.com/subject/1080370/,[日] 岩井俊二 , 2004-7 , 2004-7 , 18.00元,8.6,一场同名同姓的误会，两段可贵的爱情
球状闪电,https://book.douban.com/subject/1192090/,刘慈欣 , 2005-6 , 2005-6 , 22.00元,8.7,量子之外，没有真相
失明症漫记,https://book.douban.com/subject/20428302/,[葡] 若泽·萨拉马戈 , 2014-2 , 2014-2 , 29.50,9.1,失明症迅速蔓延，整个城市陷入一场空前的灾难
温柔的夜,https://book.douban.com/subject/2068249/,三毛 , 2007-5 , 2007-5 , 28.00元,9.1,三毛在加纳利群岛的生活
阿勒泰的角落,https://book.douban.com/subject/4881850/,李娟 , 2010-6 , 2010-6 , 25.00元,9.1,白雪和阳光，青草和白桦林
古文观止,https://book.douban.com/subject/1014561/,吴楚材 , 1987-1-1 , 1987-1-1 , 21.00元,9.1,收录自先秦至明末的散文二百二十二篇
德米安,https://book.douban.com/subject/3578470/,[德] 赫尔曼·黑塞 , 2009-3 , 2009-3 , 25.00元,9.0,少年辛克莱寻找通向自身之路的艰辛历程
我的阿勒泰,https://book.douban.com/subject/4884218/,李娟 , 2010-7 , 2010-7 , 22.00元,8.8,描写疆北阿勒泰地区生活和风情的原生态散文集
霸王别姬,https://book.douban.com/subject/1088711/,李碧华 , 1999-1 , 1999-1 , 10.20元,9.1,人间，只是抹去了脂粉的脸
罪与罚,https://book.douban.com/subject/1858568/,[俄] 陀思妥耶夫斯基 , 2006-8 , 2006-8 , 23.00元,9.2,描绘人内心的全部深度
野火集,https://book.douban.com/subject/1426971/,龙应台 , 2005-8 , 2005-8 , 25.00元,8.8,中国人，你为什么不生气
我不知道该说什么，关于死亡还是爱情,https://book.douban.com/subject/25884880/,S.A.阿列克谢耶维奇 , 2014-6-15 , 2014-6-15 , 34.80元,9.0,真实记录切尔诺贝利核灾难事件
枪炮、病菌与钢铁,https://book.douban.com/subject/1813841/,[美] 贾雷德·戴蒙德 , 2006-4-1 , 2006-4-1 , 45.00元,8.7,人类社会的命运
棋王,https://book.douban.com/subject/1020961/,阿城 , 1999-10 , 1999-10 , 13.00,8.8,我从未真正见过火，也未见过毁灭，更不知新生
亲爱的安德烈,https://book.douban.com/subject/3369793/,龙应台 , 2008-12 , 2008-12 , 26.00,8.6,弭平代沟，跨越文化阻隔
银河系漫游指南,https://book.douban.com/subject/1394364/,[英] 道格拉斯·亚当斯 , 2005-6 , 2005-6 , 16.00元,8.8,一场穿越银河的冒险
目送,https://book.douban.com/subject/3995526/,龙应台 , 2009-10 , 2009-10 , 39.00元,8.6,不必追
麦琪的礼物,https://book.douban.com/subject/1051193/,[美] 欧·亨利 , 2003-7 , 2003-7 , 25.00元,8.6,日常的奇迹
社会心理学,https://book.douban.com/subject/1476651/,[美] 戴维·迈尔斯 , 2006-1 , 2006-1 , 68.00元,9.0,人们是如何思索、影响他人并与他人建立联系的
渴望生活,https://book.douban.com/subject/3054821/,[美] 欧文·斯通 , 2008-4 , 2008-4 , 29.80元,9.2,梵高悲惨而成就辉煌的人生
你好，旧时光（上 下）,https://book.douban.com/subject/4166819/,八月长安 , 2009-12 , 2009-12 , 39.80元,8.7,原作名切题
我的天才女友,https://book.douban.com/subject/26878124/,[意] 埃莱娜·费兰特 , 2017-1 , 2017-1 , 42.00元,8.6,“那不勒斯四部曲”第一部，两个女人，50年的友谊和战争
尼罗河上的惨案,https://book.douban.com/subject/1818347/,[英] 阿加莎·克里斯蒂 , 2006-5 , 2006-5 , 22.00元,8.7,阿加莎·克里斯蒂代表作
人间草木,https://book.douban.com/subject/1253310/,汪曾祺 , 2005-01 , 2005-01 , 20.00元,9.1,我就是要这样香，香得痛痛快快
天朝的崩溃,https://book.douban.com/subject/1675478/,茅海建 , 2005-7 , 2005-7 , 32.00元,9.1,鸦片战争再研究
半生缘,https://book.douban.com/subject/1963684/,张爱玲 , 2006-12 , 2006-12 , 28.00元,8.6,世钧，我们回不去了
激荡三十年,https://book.douban.com/subject/3151575/,吴晓波 , 2008-7-1 , 2008-7-1 , 32.00元,8.6,中国企业1978—2008
茶馆,https://book.douban.com/subject/1036613/,老舍 , 2002-1 , 2002-1 , 9.80元,9.0,清末、民初、抗战胜利以后三个历史时期的北京生活风貌
解忧杂货店,https://book.douban.com/subject/25862578/,[日] 东野圭吾 , 2014-5 , 2014-5 , 39.50元,8.5,现代人内心流失的东西，这家杂货店能帮你找回
万物有灵且美,https://book.douban.com/subject/4187411/,[英] 吉米·哈利 , 2010-1 , 2010-1 , 28.80,8.8,活泼的生命完全无须借助魔法，便能对我们述说至美至真的故事
一句顶一万句,https://book.douban.com/subject/3633461/,刘震云 , 2009-3 , 2009-3 , 29.80,8.7,一句胜过千年
罗生门,https://book.douban.com/subject/3136271/,[日]芥川龙之介 , 2008-7 , 2008-7 , 12.00元,8.7,人生，远比地狱更像地狱
海风中失落的血色馈赠,https://book.douban.com/subject/26357614/,[加拿大] 阿利斯泰尔·麦克劳德 , 2015-6-1 , 2015-6-1 , CNY 20.00,9.1,男女之间、父母与子女之间紧密的纽带和难以逾越的鸿沟
美丽新世界,https://book.douban.com/subject/27002046/,[英] 赫胥黎 , 2017-6 , 2017-6 , 45.00元,9.1,空
倚天屠龙记(共四册),https://book.douban.com/subject/1070851/,金庸 , 1999-04 , 1999-04 , 47.00,8.6,不识张郎是张郎
最好的我们,https://book.douban.com/subject/24754316/,八月长安 , 2013-8-5 , 2013-8-5 , 55,8.7,耿耿余淮
草房子,https://book.douban.com/subject/1052990/,曹文轩 , 2009-6 , 2009-6 , 18.00元,9.0,男孩桑桑刻骨铭心、终身难忘的六年小学生活
总统是靠不住的,https://book.douban.com/subject/1056315/,林达 , 2004-08 , 2004-08 , 21.80,8.8,美国政治法律制度的基本原理和操作细节
全球通史,https://book.douban.com/subject/10583099/,(美) 斯塔夫里阿诺斯 , 2012-2-1 , 2012-2-1 , 168.00元,9.1,从史前史到21世纪
上学记,https://book.douban.com/subject/1859140/,何兆武 口述 , 2006-8 , 2006-8 , 19.80元,8.9,20世纪中国知识分子的心灵史
雷雨,https://book.douban.com/subject/1013416/,曹禺 , 1999-05 , 1999-05 , 9.20,8.6,一幕人生大悲剧，在一个雷雨夜爆发
认识电影,https://book.douban.com/subject/2326403/,[美] 路易斯·贾内梯 , 2007-11 , 2007-11 , 68.00元,8.9,电影入门经典之作
理想国,https://book.douban.com/subject/1004821/,[古希腊] 柏拉图 , 1986-8 , 1986-8 , 28.00元,8.8,人类历史上最早的乌托邦
孙子兵法,https://book.douban.com/subject/1949420/,孙武 , 2006-7 , 2006-7 , 20.00元,9.4,我国最古老最杰出的一部兵书
雨季不再来,https://book.douban.com/subject/2136140/,三毛 , 2007-7 , 2007-7 , 28.00元,8.7,三毛少女时代的成长感受
九州·缥缈录,https://book.douban.com/subject/26613061/,江南 , 2015-10 , 2015-10 , 198.00元,8.8,一轴腥风血雨的乱世长卷，中国版《冰与火之歌》
顾城的诗,https://book.douban.com/subject/1033825/,顾城 , 1998-12 , 1998-12 , 20.00,8.8,火焰是我们诗歌唯一的读者
一千零一夜,https://book.douban.com/subject/1035848/,纳训 , 2003-01 , 2003-01 , 22.00,8.7,阿拉伯地区的古代民间传说
荆棘鸟,https://book.douban.com/subject/1086249/,[澳] 考琳·麦卡洛 , 1998-7 , 1998-7 , 28.00元,8.6,澳洲乱世情
正见,https://book.douban.com/subject/1963912/,宗萨蒋扬钦哲仁波切 , 2007-1 , 2007-1 , 25.00元,8.8,佛陀的证悟
此生未完成,https://book.douban.com/subject/6397275/,于娟 , 2011-5 , 2011-5 , 26.00元,8.9,一个母亲、妻子、女儿的生命日记
民主的细节,https://book.douban.com/subject/3813669/,刘瑜 , 2009-6 , 2009-6 , 25.00,8.6,公民养成手册
强风吹拂,https://book.douban.com/subject/26210487/,三浦紫苑 , 2015-1-1 , 2015-1-1 , 39.00元,9.0,明明这么痛苦，这么难过，为什么就是不能放弃跑步？
水浒传（全二册）,https://book.douban.com/subject/1008357/,[明] 施耐庵 , 1997-1 , 1997-1 , 50.60元,8.6,替天行道
一桩事先张扬的凶杀案,https://book.douban.com/subject/24382569/,[哥伦比亚] 加西亚·马尔克斯 , 2013-6 , 2013-6 , 25.00元,8.7,我如此急切地想要讲述这桩案件，也许是它最终确定了我的作家生涯
青铜时代,https://book.douban.com/subject/1085883/,王小波 , 1997-5 , 1997-5 , 29.00元,8.7,唐人传奇贯注现代情趣
额尔古纳河右岸,https://book.douban.com/subject/3311253/,迟子建 , 2005-12-1 , 2005-12-1 , 29.00元,9.0,东北少数民族鄂温克人生存现状及百年沧桑
从一到无穷大,https://book.douban.com/subject/1102715/,[美] G. 伽莫夫 , 2002-11 , 2002-11 , 29.00元,9.1,科学中的事实和臆测
繁花,https://book.douban.com/subject/22714154/,金宇澄 , 2013-3 , 2013-3 , 48.00元,8.7,海上繁花，请静观静读
庄子,https://book.douban.com/subject/2046236/,孙通海 译注 , 2007-04 , 2007-04 , 20.00元,9.4,野马也，尘埃也，生物之以息相吹也
恶意,https://book.douban.com/subject/26877752/,[日] 东野圭吾 , 2016-11-1 , 2016-11-1 , 39.50元,8.7,空
圣经,https://book.douban.com/subject/1803022/,中国基督教协会 ,中国基督教协会 ,中国基督教协会 , 1996,9.0,上帝说，要有光
银河帝国：基地七部曲,https://book.douban.com/subject/26389895/,[美] 艾萨克·阿西莫夫 , 2015-10-1 , 2015-10-1 , 328.00元,9.5,阿西莫夫经典科幻小说
论语,https://book.douban.com/subject/1964774/,中华书局 , 2006-12 , 2006-12 , 9.80元,9.1,仁远乎哉？我欲仁，斯仁至矣
中国哲学简史,https://book.douban.com/subject/1021273/,冯友兰 , 2004-1 , 2004-1 , 38.00元,8.9,中国哲学入门书
你一生的故事,https://book.douban.com/subject/26295448/,[美] 特德·姜 , 2015-5 , 2015-5 , 36.00元,8.7,特德·姜科幻小说集
火星救援,https://book.douban.com/subject/26586492/,[美] 安迪·威尔 , 2015-10 , 2015-10 , 38.00,8.9,跟火星来一场不是你死就是我活的过家家游戏
众病之王,https://book.douban.com/subject/20507206/,[美] 悉达多·穆克吉 , 2013-2-4 , 2013-2-4 , 42.00元,9.1,癌症传
牧羊少年奇幻之旅,https://book.douban.com/subject/3608208/,[巴西] 保罗·柯艾略 , 2009-3-1 , 2009-3-1 , 25.00元,8.5,你自己就是最大的宝藏
象棋的故事,https://book.douban.com/subject/2158684/,[奥] 斯台芬·茨威格 , 2007-7 , 2007-7 , 23.00元,9.1,纳粹法西斯对人心灵的折磨及摧残
当呼吸化为空气,https://book.douban.com/subject/26896859/,[美] 保罗·卡拉尼什 , 2016-12 , 2016-12 , 48.00元,8.8,你在死亡中探究生命的意义，你见证生前的呼吸化作死后的空气
金锁记,https://book.douban.com/subject/3017857/,张爱玲 , 2005-6 , 2005-6 , 13.5元,8.6,一个小商人家庭出身的女子曹七巧的心灵变迁历程
毛泽东选集 第一卷,https://book.douban.com/subject/1139360/,毛泽东 , 1991-6 , 1991-6 , 40.00元,9.3,空
荒原狼,https://book.douban.com/subject/3131626/,[德]赫尔曼·黑塞 , 2008-7 , 2008-7 , 13.00,9.0,“超现实主义”风格作品，德国的《尤利西斯》
黑客与画家,https://book.douban.com/subject/6021440/,[美] Paul Graham , 2011-4 , 2011-4 , 49.00元,8.7,硅谷创业之父Paul Graham文集
毛姆短篇小说精选集,https://book.douban.com/subject/10774752/,[英] 威廉·萨默塞特·毛姆 , 2012-11 , 2012-11 , 36.00元,9.1,在各种光怪陆离的场景中，迷失的人性引发了一连串的悲剧
张爱玲文集,https://book.douban.com/subject/1004992/,张爱玲 , 1992年 , 1992年 , 45元,8.9,空
巨流河,https://book.douban.com/subject/4842446/,齐邦媛 , 2010-10 , 2010-10 , 39.00元,8.7,两代人从巨流河到哑口海的故事
香水,https://book.douban.com/subject/3815125/,[德] 帕·聚斯金德 , 2009-6 , 2009-6 , 25.00元,8.8,空
夏洛的网,https://book.douban.com/subject/1036274/,[美] E.B.怀特 , 2004-5 , 2004-5 , 17.00元,8.6,一个蜘蛛和小猪的故事，写给孩子，也写给大人
少年凯歌,https://book.douban.com/subject/1091203/,陈凯歌 , 2001-6 , 2001-6 , 10.00元,9.2,空
安娜·卡列尼娜,https://book.douban.com/subject/2253380/,[俄] 列夫·托尔斯泰 , 2007-8 , 2007-8 , 37.00元,9.2,空
步履不停,https://book.douban.com/subject/26963321/,[日] 是枝裕和 , 2017-5 , 2017-5 , 36.80元,8.7,人生路上，步履不停，总有那么一点来不及
稻草人手记,https://book.douban.com/subject/3607117/,三毛 , 2009-3 , 2009-3 , 18.00元,8.9,三毛在加纳利群岛上的生活
人类的群星闪耀时,https://book.douban.com/subject/1083762/,[奥] 斯蒂芬·茨威格 , 2004-8 , 2004-8 , 18.00元,8.7,十四个影响人类文明的瞬间
佐贺的超级阿嬷,https://book.douban.com/subject/2008284/,[日] 岛田洋七 , 2007-3 , 2007-3 , 20.00元,8.7,乐观的外婆却总有神奇的办法
简爱（英文全本）,https://book.douban.com/subject/1141406/,[英] 夏洛蒂·勃朗特 , 2003-11 , 2003-11 , 18.00元,8.5,灰姑娘在十九世纪
二手时间,https://book.douban.com/subject/26704403/,[白俄] S. A. 阿列克谢耶维奇 , 2016-1 , 2016-1 , 55.00元,8.8,用最为细小的马赛克拼出了一幅完整的后苏联时代图景
牡丹亭,https://book.douban.com/subject/1073708/,汤显祖 , 1963-4-1 , 1963-4-1 , 14.50元,9.0,不到园林，怎知春色如许
设计中的设计,https://book.douban.com/subject/1941558/,[日] 原研哉 , 2006-11 , 2006-11 , 48.00元,8.6,日常生活的无限可能性
规训与惩罚,https://book.douban.com/subject/1012307/,[法] 米歇尔·福柯 , 2003-1 , 2003-1 , 21.80元,9.2,伴随着惩罚的人性化，自由反而日益丧失了
挪威的森林,https://book.douban.com/subject/2159042/,[日] 村上春树 , 2007-7 , 2007-7 , 23.00元,8.5,像喜欢春天的熊一样
了不起的盖茨比,https://book.douban.com/subject/10738023/,[美] 斯科特·菲茨杰拉德 , 2012-5 , 2012-5 , 25.00元,8.7,空
金阁寺,https://book.douban.com/subject/3391248/,[日] 三岛由纪夫 , 2009-1 , 2009-1 , 24.00,8.7,他的犯罪动机是对美的嫉妒
长日将尽,https://book.douban.com/subject/30142261/,[英] 石黑一雄 , 2018-5 , 2018-5 , 48.00元,8.9,空
ZOO,https://book.douban.com/subject/2297697/,[日] 乙一 , 2007-10 , 2007-10 , 20.00元,8.6,噩梦中的一丝温度
世界的凛冬,https://book.douban.com/subject/26957760/,[英] 肯·福莱特 , 2017-3-1 , 2017-3-1 , 132.00（全三册）,8.8,我亲眼目睹，每一个迈向死亡的生命都在热烈地生长
社会契约论,https://book.douban.com/subject/1277981/,卢梭 , 2003-2-1 , 2003-2-1 , 18.00元,8.8,一个国家只能有一个契约
世界尽头与冷酷仙境,https://book.douban.com/subject/1291809/,[日] 村上春树 , 2002-12 , 2002-12 , 23.00元,8.6,交叉平行蒙太奇
狂热分子,https://book.douban.com/subject/3057556/,[美] 埃里克·霍弗 , 2011-6 , 2011-6 , 34.00元,8.9,探讨群众运动的共有特征
哈姆莱特,https://book.douban.com/subject/1006197/,[英] 莎士比亚 , 2001-1 , 2001-1 , 7.00元,8.6,生存还是毁灭，这是一个值得思考的问题
骆驼祥子,https://book.douban.com/subject/1043815/,老舍 , 2000-3-1 , 2000-3-1 , 12.00,8.4,旧中国老北京贫苦市民的典型命运
被讨厌的勇气,https://book.douban.com/subject/26369699/,岸见一郎 , 2015-3-1 , 2015-3-1 , 39.8,8.6,空
多情剑客无情剑(上、中、下),https://book.douban.com/subject/1422833/,古龙 , 1991-12-01 , 1991-12-01 , 49.8,8.7,流水滔滔斩不断，情丝百结冲不破
社会性动物,https://book.douban.com/subject/2328458/,Elliot Aronson , 2007-12 , 2007-12 , 45.00元,9.1,美国社会心理学的《圣经》
老人与海,https://book.douban.com/subject/1064275/,海明威 , 1999-10 , 1999-10 , 8.20元,8.4,正是悲壮赋予生活以意义
如父如子,https://book.douban.com/subject/27611824/,[日] 是枝裕和 , 2018-4 , 2018-4 , 49.80,8.9,空
影响力,https://book.douban.com/subject/1786387/,[美] 罗伯特·西奥迪尼 , 2006-5 , 2006-5 , 45.00元,8.6,营销防骗指南
一个人的村庄,https://book.douban.com/subject/1692648/,刘亮程 , 2006-1 , 2006-1 , 28.00元,8.9,他是真正的作家，也是真正的农民
美国宪政历程,https://book.douban.com/subject/1144185/,任东来 , 2014-1 , 2014-1 , 35.00元,9.1,25个案例异彩纷呈，美国宪政的酸甜苦辣尽在其中
不存在的骑士,https://book.douban.com/subject/6789551/,[意] 伊塔洛·卡尔维诺 , 2012-4 , 2012-4 , 22.00元,8.9,空
告白,https://book.douban.com/subject/4836682/,[日]凑佳苗 , 2010年6月 , 2010年6月 , 26.00元,8.5,空
海底两万里,https://book.douban.com/subject/1085470/,[法国] 儒尔·凡尔纳 , 2002-9 , 2002-9 , 19.50元,8.5,你听说过鹦鹉螺号吗？
通往奴役之路,https://book.douban.com/subject/1077528/,弗里德利希・冯・哈耶克 , 1997-08-01 , 1997-08-01 , 16.00,8.8,古典自由主义杰作
给青年诗人的信,https://book.douban.com/subject/26685994/,[奥] 里尔克 , 2015-12 , 2015-12 , 29.00元,9.0,空
别闹了，费曼先生,https://book.douban.com/subject/1037602/,[美] 理查德·费曼 , 1997-12 , 1997-12 , 22.00,8.9,科学顽童的故事
遥远的向日葵地,https://book.douban.com/subject/27184303/,李娟 , 2017-11 , 2017-11 , 38.00元,9.0,空
欢乐英雄,https://book.douban.com/subject/1264579/,古龙 , 2005-8 , 2005-8 , 28.00元,8.8,坚持自己的信念，在贫穷中获得欢乐与友谊
尘埃落定,https://book.douban.com/subject/1080309/,阿来 , 1998-3-1 , 1998-3-1 , 22.0,8.5,一个傻子的土司家族传奇
现代艺术150年,https://book.douban.com/subject/26854318/,[英] 威尔·贡培兹 , 2017-3-1 , 2017-3-1 , 65.00元,9.1,空
